DEBUG: General     , 1659407308686> LoggerManager.init                  > Initializing...
LOG  : General     , 1659420840826> 21,371,378> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659420852392> 21,382,944> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Vehicle     , 1659420857808> 21,388,359> CarController.<init>                > Vehicle vid=220 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420857841> 21,388,392> CarController.<init>                > Vehicle vid=195 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(195) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420857842> 21,388,393> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(247) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659420860310> 21,390,862> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659420861073> 21,391,625> 1659420861073 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420861123> 21,391,675> 1659420861123 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420861124> 21,391,676> 1659420861124 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420861173> 21,391,725> 1659420861173 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420861206> 21,391,759> 1659420861206 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420861257> 21,391,809> 1659420861257 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420883742> 21,414,294> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659420901773> 21,432,325> 1659420901773 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420901957> 21,432,509> 1659420901957 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420902057> 21,432,609> 1659420902057 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420904207> 21,434,759> 1659420904207 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420905374> 21,435,925> 1659420905374 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420907057> 21,437,609> 1659420907057 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420907523> 21,438,075> 1659420907523 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420909074> 21,439,625> 1659420909074 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659420910607> 21,441,159> 1659420910607 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Multiplayer , 1659420914340> 21,444,892> ItemTransactionManager.receiveOnClient> 2 [ 1229629511 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659420918040> 21,448,592> ItemTransactionManager.receiveOnClient> 2 [ 1435858722 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659420932074> 21,462,626> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420936124> 21,466,676> CarController.<init>                > Vehicle vid=220 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420936174> 21,466,726> CarController.<init>                > Vehicle vid=195 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(195) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420936175> 21,466,727> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(247) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659420941106> 21,471,659> ItemTransactionManager.receiveOnClient> 2 [ 527006769 : -1 => -1 ]
DEBUG: Vehicle     , 1659420965692> 21,496,244> CarController.<init>                > Vehicle vid=220 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420965757> 21,496,309> CarController.<init>                > Vehicle vid=195 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(195) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659420965758> 21,496,310> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(247) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659420975541> 21,506,093> ERROR: Missing translation "9mm Magazine"
DEBUG: Multiplayer , 1659420985507> 21,516,058> ItemTransactionManager.receiveOnClient> 2 [ 1229629511 : 813238156 => -1 ]
LOG  : General     , 1659421004492> 21,535,043> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Vehicle     , 1659421023607> 21,554,159> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421072653> 21,603,205> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421086994> 21,617,546> CarController.<init>                > Vehicle vid=255 type=Base.SmallCar02 has been added at (12594.000977;5160.000488;0.283010) auth=vid:Base.SmallCar02(255) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421086994> 21,617,546> CarController.<init>                > Vehicle vid=195 type=Base.StepVan has been added at (12597.500000;5160.000488;0.303030) auth=vid:Base.StepVan(195) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659421088126> 21,618,678> Base Hunger24.0009994635582
LOG  : General     , 1659421088127> 21,618,678> Hunger Change24.0009994635582
LOG  : General     , 1659421088127> 21,618,678> true
LOG  : General     , 1659421088127> 21,618,678> true
LOG  : General     , 1659421088127> 21,618,678> true
LOG  : General     , 1659421088127> 21,618,679> true
DEBUG: Vehicle     , 1659421092367> 21,622,919> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421092794> 21,623,346> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421093191> 21,623,743> CarController.<init>                > Vehicle vid=220 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421093192> 21,623,744> CarController.<init>                > Vehicle vid=209 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(209) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659421105663> 21,636,214> ItemTransactionManager.receiveOnClient> 2 [ 1435858722 : -1 => -1 ]
DEBUG: Vehicle     , 1659421112373> 21,642,925> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (12579.129883;4710.500000;0.333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421113401> 21,643,953> CarController.<init>                > Vehicle vid=209 type=Base.CarStationWagon2 has been added at (12574.889648;4707.500000;0.363090) auth=vid:Base.CarStationWagon2(209) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421113436> 21,643,987> CarController.<init>                > Vehicle vid=220 type=Base.VanSeats has been added at (12563.620117;4706.500000;0.323050) auth=vid:Base.VanSeats(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421119094> 21,649,645> CarController.<init>                > Vehicle vid=220 type=Base.VanSeats has been added at (12563.620117;4706.500000;0.323050) auth=vid:Base.VanSeats(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421119114> 21,649,666> CarController.<init>                > Vehicle vid=209 type=Base.CarStationWagon2 has been added at (12574.889648;4707.500000;0.363090) auth=vid:Base.CarStationWagon2(209) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421126983> 21,657,534> CarController.<init>                > Vehicle vid=247 type=Base.VanRadioBurnt has been added at (12518.478516;4610.971191;0.000091) auth=vid:Base.VanRadioBurnt(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421129070> 21,659,622> CarController.<init>                > Vehicle vid=224 type=Base.PickUpVanLightsBurnt has been added at (12507.177734;4591.506836;0.019929) auth=vid:Base.PickUpVanLightsBurnt(224) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421129474> 21,660,026> CarController.<init>                > Vehicle vid=213 type=Base.AmbulanceBurnt has been added at (12507.217773;4576.951660;0.000000) auth=vid:Base.AmbulanceBurnt(213) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421129484> 21,660,036> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar02Burnt has been added at (12515.946289;4575.546387;0.000000) auth=vid:Base.SmallCar02Burnt(244) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421129485> 21,660,037> CarController.<init>                > Vehicle vid=248 type=Base.SmallCar02Burnt has been added at (12518.090820;4576.977539;0.000000) auth=vid:Base.SmallCar02Burnt(248) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130004> 21,660,555> CarController.<init>                > Vehicle vid=195 type=Base.LuxuryCarBurnt has been added at (12515.129883;4569.147949;0.020007) auth=vid:Base.LuxuryCarBurnt(195) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130276> 21,660,828> CarController.<init>                > Vehicle vid=251 type=Base.NormalCarBurntPolice has been added at (12507.601563;4565.158691;0.000000) auth=vid:Base.NormalCarBurntPolice(251) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130277> 21,660,829> CarController.<init>                > Vehicle vid=255 type=Base.PickUpVan has been added at (12518.342773;4563.270996;0.473018) auth=vid:Base.PickUpVan(255) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130278> 21,660,829> CarController.<init>                > Vehicle vid=253 type=Base.OffRoadBurnt has been added at (12511.263672;4563.682617;0.000091) auth=vid:Base.OffRoadBurnt(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130697> 21,661,249> CarController.<init>                > Vehicle vid=250 type=Base.LuxuryCarBurnt has been added at (12507.886719;4558.946777;0.020007) auth=vid:Base.LuxuryCarBurnt(250) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421130717> 21,661,268> CarController.<init>                > Vehicle vid=252 type=Base.VanSeatsBurnt has been added at (12515.646484;4558.681641;0.000091) auth=vid:Base.VanSeatsBurnt(252) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421131077> 21,661,629> CarController.<init>                > Vehicle vid=239 type=Base.SmallCar02 has been added at (12507.600586;4553.413574;0.283010) auth=vid:Base.SmallCar02(239) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421131077> 21,661,629> CarController.<init>                > Vehicle vid=241 type=Base.TaxiBurnt has been added at (12515.738281;4552.604492;0.000000) auth=vid:Base.TaxiBurnt(241) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421131078> 21,661,630> CarController.<init>                > Vehicle vid=254 type=Base.ModernCar has been added at (12518.558594;4551.297363;0.463008) auth=vid:Base.ModernCar(254) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659421131309> 21,661,861> 28	302
LOG  : General     , 1659421131309> 21,661,861> 28	302
LOG  : General     , 1659421131309> 21,661,861> 47	302
LOG  : General     , 1659421131309> 21,661,861> 47	302
LOG  : General     , 1659421131309> 21,661,861> 63	302
LOG  : General     , 1659421131309> 21,661,861> 63	302
LOG  : General     , 1659421131310> 21,661,861> 49	302
LOG  : General     , 1659421131310> 21,661,862> 54	302
LOG  : General     , 1659421131310> 21,661,862> 35	302
LOG  : General     , 1659421131310> 21,661,862> 15	302
LOG  : General     , 1659421131310> 21,661,862> 33	302
LOG  : General     , 1659421131310> 21,661,862> 90	302
LOG  : General     , 1659421131310> 21,661,862> 90	302
LOG  : General     , 1659421131310> 21,661,862> 66	302
LOG  : General     , 1659421131311> 21,661,862> 66	302
LOG  : General     , 1659421131311> 21,661,862> 14	302
LOG  : General     , 1659421131311> 21,661,863> 14	302
DEBUG: Vehicle     , 1659421132577> 21,663,129> CarController.<init>                > Vehicle vid=210 type=Base.ModernCarBurnt has been added at (12507.494141;4535.425293;0.000000) auth=vid:Base.ModernCarBurnt(210) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132578> 21,663,130> CarController.<init>                > Vehicle vid=200 type=Base.SmallCar02Burnt has been added at (12507.224609;4541.243164;0.000000) auth=vid:Base.SmallCar02Burnt(200) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132578> 21,663,130> CarController.<init>                > Vehicle vid=234 type=Base.AmbulanceBurnt has been added at (12507.697266;4547.480957;0.000000) auth=vid:Base.AmbulanceBurnt(234) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132579> 21,663,131> CarController.<init>                > Vehicle vid=190 type=Base.SmallCar02Burnt has been added at (12515.519531;4534.416504;0.000000) auth=vid:Base.SmallCar02Burnt(190) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132579> 21,663,131> CarController.<init>                > Vehicle vid=189 type=Base.SmallCar02Burnt has been added at (12515.797852;4539.461426;0.000000) auth=vid:Base.SmallCar02Burnt(189) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132579> 21,663,131> CarController.<init>                > Vehicle vid=188 type=Base.LuxuryCarBurnt has been added at (12518.393555;4533.016113;0.020007) auth=vid:Base.LuxuryCarBurnt(188) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132579> 21,663,132> CarController.<init>                > Vehicle vid=187 type=Base.VanRadioBurnt has been added at (12518.643555;4539.917969;0.000091) auth=vid:Base.VanRadioBurnt(187) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132580> 21,663,132> CarController.<init>                > Vehicle vid=186 type=Base.TaxiBurnt has been added at (12510.133789;4534.660156;0.000000) auth=vid:Base.TaxiBurnt(186) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132580> 21,663,133> CarController.<init>                > Vehicle vid=185 type=Base.CarStationWagon2 has been added at (12518.382813;4545.037598;0.363090) auth=vid:Base.CarStationWagon2(185) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132581> 21,663,134> CarController.<init>                > Vehicle vid=184 type=Base.CarNormal has been added at (12510.135742;4540.364746;0.333060) auth=vid:Base.CarNormal(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132582> 21,663,134> CarController.<init>                > Vehicle vid=183 type=Base.AmbulanceBurnt has been added at (12510.652344;4545.400391;0.000000) auth=vid:Base.AmbulanceBurnt(183) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132714> 21,663,266> CarController.<init>                > Vehicle vid=218 type=Base.CarStationWagon has been added at (12507.179688;4528.947266;0.363090) auth=vid:Base.CarStationWagon(218) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132715> 21,663,267> CarController.<init>                > Vehicle vid=227 type=Base.OffRoadBurnt has been added at (12515.869141;4527.395020;0.000091) auth=vid:Base.OffRoadBurnt(227) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132715> 21,663,267> CarController.<init>                > Vehicle vid=191 type=Base.VanBurnt has been added at (12510.880859;4527.622070;0.000091) auth=vid:Base.VanBurnt(191) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421132716> 21,663,268> CarController.<init>                > Vehicle vid=181 type=Base.CarSmall02SmashedRight has been added at (12554.000977;4527.500000;0.343070) auth=vid:Base.CarSmall02SmashedRight(181) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133175> 21,663,727> CarController.<init>                > Vehicle vid=202 type=Base.VanBurnt has been added at (12515.731445;4522.313965;0.000091) auth=vid:Base.VanBurnt(202) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133176> 21,663,728> CarController.<init>                > Vehicle vid=214 type=Base.Van has been added at (12507.346680;4523.930176;0.353080) auth=vid:Base.Van(214) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133177> 21,663,728> CarController.<init>                > Vehicle vid=207 type=Base.SUVBurnt has been added at (12510.398438;4522.465332;0.000000) auth=vid:Base.SUVBurnt(207) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133186> 21,663,737> CarController.<init>                > Vehicle vid=182 type=Base.CarSmallSmashedFront has been added at (12554.000977;4524.000488;0.283010) auth=vid:Base.CarSmallSmashedFront(182) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133576> 21,664,128> CarController.<init>                > Vehicle vid=221 type=Base.NormalCarBurntPolice has been added at (12507.184570;4516.833008;0.000000) auth=vid:Base.NormalCarBurntPolice(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133577> 21,664,128> CarController.<init>                > Vehicle vid=225 type=Base.OffRoadBurnt has been added at (12515.033203;4516.761719;0.000091) auth=vid:Base.OffRoadBurnt(225) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133577> 21,664,128> CarController.<init>                > Vehicle vid=228 type=Base.SportsCarBurnt has been added at (12518.429688;4515.077637;0.429975) auth=vid:Base.SportsCarBurnt(228) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421133958> 21,664,510> CarController.<init>                > Vehicle vid=211 type=Base.SmallCar has been added at (12507.366211;4511.740234;0.222950) auth=vid:Base.SmallCar(211) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421134398> 21,664,949> CarController.<init>                > Vehicle vid=199 type=Base.AmbulanceBurnt has been added at (12507.611328;4506.079102;0.000000) auth=vid:Base.AmbulanceBurnt(199) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421134398> 21,664,950> CarController.<init>                > Vehicle vid=201 type=Base.TaxiBurnt has been added at (12515.255859;4504.056152;0.000000) auth=vid:Base.TaxiBurnt(201) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421134399> 21,664,950> CarController.<init>                > Vehicle vid=192 type=Base.VanBurnt has been added at (12515.575195;4509.078613;0.000091) auth=vid:Base.VanBurnt(192) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421134399> 21,664,951> CarController.<init>                > Vehicle vid=217 type=Base.CarNormalBurnt has been added at (12518.902344;4508.303711;0.009919) auth=vid:Base.CarNormalBurnt(217) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421158996> 21,689,548> CarController.<init>                > Vehicle vid=224 type=Base.PickUpVanLightsBurnt has been added at (12507.177734;4591.506836;0.019929) auth=vid:Base.PickUpVanLightsBurnt(224) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421160691> 21,691,242> CarController.<init>                > Vehicle vid=209 type=Base.CarNormal has been added at (12607.870117;4415.500000;0.333060) auth=vid:Base.CarNormal(209) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421162190> 21,692,742> CarController.<init>                > Vehicle vid=179 type=Base.Van has been added at (12607.379883;4391.500000;0.353080) auth=vid:Base.Van(179) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421162191> 21,692,743> CarController.<init>                > Vehicle vid=178 type=Base.CarNormal has been added at (12607.129883;4397.500000;0.333060) auth=vid:Base.CarNormal(178) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421162656> 21,693,208> CarController.<init>                > Vehicle vid=220 type=Base.CarTaxi has been added at (12607.139648;4385.500000;0.363090) auth=vid:Base.CarTaxi(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421162657> 21,693,209> CarController.<init>                > Vehicle vid=180 type=Base.VanSeats has been added at (12607.620117;4382.500000;0.323050) auth=vid:Base.VanSeats(180) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659421179609> 21,710,160> Updated MoonPhase = Third quarter, float = 0.5, int = 6
DEBUG: Vehicle     , 1659421180091> 21,710,642> CarController.<init>                > Vehicle vid=220 type=Base.CarTaxi has been added at (12607.139648;4385.500000;0.363090) auth=vid:Base.CarTaxi(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421180091> 21,710,643> CarController.<init>                > Vehicle vid=180 type=Base.VanSeats has been added at (12607.620117;4382.500000;0.323050) auth=vid:Base.VanSeats(180) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421185191> 21,715,742> CarController.<init>                > Vehicle vid=209 type=Base.Van has been added at (12519.500000;4152.379883;0.353080) auth=vid:Base.Van(209) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421185191> 21,715,743> CarController.<init>                > Vehicle vid=243 type=Base.PickUpTruck has been added at (12553.490234;4150.500000;0.442988) auth=vid:Base.PickUpTruck(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421187803> 21,718,355> CarController.<init>                > Vehicle vid=180 type=Base.CarTaxi has been added at (12527.139648;4127.500000;0.363090) auth=vid:Base.CarTaxi(180) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421187803> 21,718,355> CarController.<init>                > Vehicle vid=182 type=Base.CarNormal has been added at (12543.500000;4139.870117;0.333060) auth=vid:Base.CarNormal(182) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421187804> 21,718,356> CarController.<init>                > Vehicle vid=185 type=Base.SmallCar02 has been added at (12484.509766;4136.500000;0.283010) auth=vid:Base.SmallCar02(185) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421187983> 21,718,535> CarController.<init>                > Vehicle vid=220 type=Base.VanSeats has been added at (12519.500000;4121.379883;0.323050) auth=vid:Base.VanSeats(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421187983> 21,718,535> CarController.<init>                > Vehicle vid=184 type=Base.CarTaxi has been added at (12556.500000;4125.140137;0.363090) auth=vid:Base.CarTaxi(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421188478> 21,719,029> CarController.<init>                > Vehicle vid=178 type=Base.CarStationWagon has been added at (12506.500000;4120.004883;0.363090) auth=vid:Base.CarStationWagon(178) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421188478> 21,719,030> CarController.<init>                > Vehicle vid=179 type=Base.SmallCar02 has been added at (12515.500000;4120.490234;0.283010) auth=vid:Base.SmallCar02(179) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421189274> 21,719,826> CarController.<init>                > Vehicle vid=183 type=Base.CarNormal has been added at (12554.500000;4107.870117;0.333060) auth=vid:Base.CarNormal(183) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421189674> 21,720,225> CarController.<init>                > Vehicle vid=181 type=Base.SmallCar02 has been added at (12540.509766;4102.500000;0.283010) auth=vid:Base.SmallCar02(181) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421191813> 21,722,365> CarController.<init>                > Vehicle vid=181 type=Base.SmallCar02 has been added at (12540.509766;4102.500000;0.283010) auth=vid:Base.SmallCar02(181) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421191848> 21,722,400> CarController.<init>                > Vehicle vid=183 type=Base.CarNormal has been added at (12554.500000;4107.870117;0.333060) auth=vid:Base.CarNormal(183) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421195790> 21,726,342> CarController.<init>                > Vehicle vid=187 type=Base.StepVan has been added at (12506.500000;4082.379883;0.303030) auth=vid:Base.StepVan(187) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421195791> 21,726,343> CarController.<init>                > Vehicle vid=188 type=Base.CarStationWagon2 has been added at (12515.500000;4097.109863;0.363090) auth=vid:Base.CarStationWagon2(188) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421196590> 21,727,142> CarController.<init>                > Vehicle vid=186 type=Base.SmallCar02 has been added at (12515.500000;4074.489990;0.283010) auth=vid:Base.SmallCar02(186) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421197774> 21,728,326> CarController.<init>                > Vehicle vid=190 type=Base.CarStationWagon2 has been added at (12515.500000;4062.109863;0.363090) auth=vid:Base.CarStationWagon2(190) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421198974> 21,729,526> CarController.<init>                > Vehicle vid=189 type=Base.SmallCar has been added at (12515.500000;4050.004883;0.222950) auth=vid:Base.SmallCar(189) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421202607> 21,733,159> CarController.<init>                > Vehicle vid=189 type=Base.SmallCar has been added at (12515.500000;4050.004883;0.222950) auth=vid:Base.SmallCar(189) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421205773> 21,736,326> CarController.<init>                > Vehicle vid=191 type=Base.CarNormal has been added at (12515.500000;4044.129883;0.333060) auth=vid:Base.CarNormal(191) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421205774> 21,736,327> CarController.<init>                > Vehicle vid=202 type=Base.CarNormal has been added at (12558.500000;4048.870117;0.333060) auth=vid:Base.CarNormal(202) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421206391> 21,736,942> CarController.<init>                > Vehicle vid=227 type=Base.PickUpVan has been added at (12519.500000;4026.469971;0.473018) auth=vid:Base.PickUpVan(227) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659421208094> 21,738,646> GameClient.receiveThump> ReceiveThump: zombie 32432 not found
DEBUG: Vehicle     , 1659421210310> 21,740,862> CarController.<init>                > Vehicle vid=207 type=Base.ModernCar02 has been added at (12502.629883;3996.500000;0.333060) auth=vid:Base.ModernCar02(207) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659421212027> 21,742,579> GameClient.receiveThump> ReceiveThump: zombie 32456 not found
DEBUG: Vehicle     , 1659421214261> 21,744,813> CarController.<init>                > Vehicle vid=225 type=Base.CarTaxi2 has been added at (12519.500000;3938.139893;0.363090) auth=vid:Base.CarTaxi2(225) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421214262> 21,744,814> CarController.<init>                > Vehicle vid=228 type=Base.CarNormalSmashedRight has been added at (12556.441406;3947.382568;0.333060) auth=vid:Base.CarNormalSmashedRight(228) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421217410> 21,747,962> CarController.<init>                > Vehicle vid=186 type=Base.SmallCar02 has been added at (12515.500000;4074.489990;0.283010) auth=vid:Base.SmallCar02(186) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659421218894> 21,749,445> CarController.<init>                > Vehicle vid=184 type=Base.PickUpVanSmashedFront has been added at (12463.500000;3899.000488;0.533078) auth=vid:Base.PickUpVanSmashedFront(184) pid:(-1) auth=Server static=false active=false
